id,first_name,last_name,is_retired,previous_employers,marital_status,relatives
2243,Jeanna,Reinke,1,"Reinke,Reinke,Reinke",2,"{spouse: line.last_name, daughter: line.first_name}"
2244,Elise,Pauly,0,"Pauly,Pauly,Pauly",1,"{spouse: line.last_name, daughter: line.first_name}"
2245,Ezmeralda,Muriel,1,"Muriel,Muriel,Muriel",3,"{spouse: line.last_name, daughter: line.first_name}"
2246,Farrah,Pond,0,"Pond,Pond,Pond",2,"{spouse: line.last_name, daughter: line.first_name}"
2247,Bernardine,Bergman,0,"Bergman,Bergman,Bergman",1,"{spouse: line.last_name, daughter: line.first_name}"
2248,Moyna,Jehu,0,"Jehu,Jehu,Jehu",3,"{spouse: line.last_name, daughter: line.first_name}"
2249,Audrie,Craggie,0,"Craggie,Craggie,Craggie",3,"{spouse: line.last_name, daughter: line.first_name}"
2250,Cristine,Chapland,0,"Chapland,Chapland,Chapland",1,"{spouse: line.last_name, daughter: line.first_name}"
2251,Elvira,Lay,1,"Lay,Lay,Lay",0,"{spouse: line.last_name, daughter: line.first_name}"
2252,Jacenta,Tybald,1,"Tybald,Tybald,Tybald",0,"{spouse: line.last_name, daughter: line.first_name}"
2253,Modestia,Rogerio,1,"Rogerio,Rogerio,Rogerio",2,"{spouse: line.last_name, daughter: line.first_name}"
2254,Darlleen,Dermott,0,"Dermott,Dermott,Dermott",2,"{spouse: line.last_name, daughter: line.first_name}"
2255,Melina,Trace,1,"Trace,Trace,Trace",1,"{spouse: line.last_name, daughter: line.first_name}"
2256,Jacquetta,Whiffen,1,"Whiffen,Whiffen,Whiffen",2,"{spouse: line.last_name, daughter: line.first_name}"
2257,Sidoney,Mandler,0,"Mandler,Mandler,Mandler",3,"{spouse: line.last_name, daughter: line.first_name}"
2258,Viviene,Pascia,0,"Pascia,Pascia,Pascia",0,"{spouse: line.last_name, daughter: line.first_name}"
2259,Netty,Schlosser,0,"Schlosser,Schlosser,Schlosser",0,"{spouse: line.last_name, daughter: line.first_name}"
2260,Philis,Edee,1,"Edee,Edee,Edee",2,"{spouse: line.last_name, daughter: line.first_name}"
2261,Georgina,Macey,0,"Macey,Macey,Macey",0,"{spouse: line.last_name, daughter: line.first_name}"
2262,Heida,Poppy,1,"Poppy,Poppy,Poppy",3,"{spouse: line.last_name, daughter: line.first_name}"
2263,Robbi,Telfer,1,"Telfer,Telfer,Telfer",0,"{spouse: line.last_name, daughter: line.first_name}"
2264,Abbie,Obed,1,"Obed,Obed,Obed",1,"{spouse: line.last_name, daughter: line.first_name}"
2265,Ardenia,Chinua,1,"Chinua,Chinua,Chinua",1,"{spouse: line.last_name, daughter: line.first_name}"
2266,Joane,Kaete,0,"Kaete,Kaete,Kaete",0,"{spouse: line.last_name, daughter: line.first_name}"
2267,Emilia,Gusella,0,"Gusella,Gusella,Gusella",0,"{spouse: line.last_name, daughter: line.first_name}"
2268,Pierette,Delp,1,"Delp,Delp,Delp",0,"{spouse: line.last_name, daughter: line.first_name}"
2269,Drucie,Tyson,0,"Tyson,Tyson,Tyson",1,"{spouse: line.last_name, daughter: line.first_name}"
2270,Orelia,Edee,0,"Edee,Edee,Edee",3,"{spouse: line.last_name, daughter: line.first_name}"
2271,Jeanna,Boehike,1,"Boehike,Boehike,Boehike",0,"{spouse: line.last_name, daughter: line.first_name}"
2272,Cathie,Kelula,0,"Kelula,Kelula,Kelula",2,"{spouse: line.last_name, daughter: line.first_name}"
2273,Laurene,Gavrila,1,"Gavrila,Gavrila,Gavrila",1,"{spouse: line.last_name, daughter: line.first_name}"
2274,Latisha,An,1,"An,An,An",2,"{spouse: line.last_name, daughter: line.first_name}"
2275,Tracey,Ajay,1,"Ajay,Ajay,Ajay",1,"{spouse: line.last_name, daughter: line.first_name}"
2276,Allis,Ivens,1,"Ivens,Ivens,Ivens",2,"{spouse: line.last_name, daughter: line.first_name}"
2277,Danika,Mich,1,"Mich,Mich,Mich",1,"{spouse: line.last_name, daughter: line.first_name}"
2278,Flory,Koehler,1,"Koehler,Koehler,Koehler",3,"{spouse: line.last_name, daughter: line.first_name}"
2279,Gratia,Vins,0,"Vins,Vins,Vins",2,"{spouse: line.last_name, daughter: line.first_name}"
2280,Eugine,Linehan,1,"Linehan,Linehan,Linehan",2,"{spouse: line.last_name, daughter: line.first_name}"
2281,Myriam,Constancy,0,"Constancy,Constancy,Constancy",2,"{spouse: line.last_name, daughter: line.first_name}"
2282,Noelle,Vacuva,1,"Vacuva,Vacuva,Vacuva",1,"{spouse: line.last_name, daughter: line.first_name}"
2283,Ira,Roarke,0,"Roarke,Roarke,Roarke",3,"{spouse: line.last_name, daughter: line.first_name}"
2284,Aeriela,Chesna,0,"Chesna,Chesna,Chesna",0,"{spouse: line.last_name, daughter: line.first_name}"
2285,Caressa,Rubie,1,"Rubie,Rubie,Rubie",2,"{spouse: line.last_name, daughter: line.first_name}"
2286,Lynea,Dawkins,1,"Dawkins,Dawkins,Dawkins",1,"{spouse: line.last_name, daughter: line.first_name}"
2287,Rebeca,Wadell,0,"Wadell,Wadell,Wadell",0,"{spouse: line.last_name, daughter: line.first_name}"
2288,Elfreda,Hilbert,1,"Hilbert,Hilbert,Hilbert",1,"{spouse: line.last_name, daughter: line.first_name}"
2289,Kimmy,Fredi,0,"Fredi,Fredi,Fredi",3,"{spouse: line.last_name, daughter: line.first_name}"
2290,Gwyneth,Howlyn,0,"Howlyn,Howlyn,Howlyn",0,"{spouse: line.last_name, daughter: line.first_name}"
2291,Gavrielle,Celestine,0,"Celestine,Celestine,Celestine",3,"{spouse: line.last_name, daughter: line.first_name}"
2292,Cordi,Juliet,0,"Juliet,Juliet,Juliet",0,"{spouse: line.last_name, daughter: line.first_name}"
2293,Kristina,Waldron,0,"Waldron,Waldron,Waldron",1,"{spouse: line.last_name, daughter: line.first_name}"
2294,Amelia,Dosia,1,"Dosia,Dosia,Dosia",0,"{spouse: line.last_name, daughter: line.first_name}"
2295,Aubrie,Hubert,1,"Hubert,Hubert,Hubert",2,"{spouse: line.last_name, daughter: line.first_name}"
2296,Brooks,Bandeen,0,"Bandeen,Bandeen,Bandeen",3,"{spouse: line.last_name, daughter: line.first_name}"
2297,Christal,Longfellow,1,"Longfellow,Longfellow,Longfellow",0,"{spouse: line.last_name, daughter: line.first_name}"
2298,Philis,Aaberg,0,"Aaberg,Aaberg,Aaberg",2,"{spouse: line.last_name, daughter: line.first_name}"
2299,Latisha,Darbie,1,"Darbie,Darbie,Darbie",2,"{spouse: line.last_name, daughter: line.first_name}"
2300,Janenna,Fredi,1,"Fredi,Fredi,Fredi",3,"{spouse: line.last_name, daughter: line.first_name}"
2301,Heida,Flyn,1,"Flyn,Flyn,Flyn",3,"{spouse: line.last_name, daughter: line.first_name}"
2302,Marnia,Henebry,0,"Henebry,Henebry,Henebry",0,"{spouse: line.last_name, daughter: line.first_name}"
2303,Marika,Edvard,1,"Edvard,Edvard,Edvard",1,"{spouse: line.last_name, daughter: line.first_name}"
2304,Amii,Jenness,0,"Jenness,Jenness,Jenness",2,"{spouse: line.last_name, daughter: line.first_name}"
2305,Goldie,Gordon,1,"Gordon,Gordon,Gordon",3,"{spouse: line.last_name, daughter: line.first_name}"
2306,Ayn,Roumell,1,"Roumell,Roumell,Roumell",0,"{spouse: line.last_name, daughter: line.first_name}"
2307,Adriana,Lutero,1,"Lutero,Lutero,Lutero",1,"{spouse: line.last_name, daughter: line.first_name}"
2308,Shirlee,Peg,1,"Peg,Peg,Peg",3,"{spouse: line.last_name, daughter: line.first_name}"
2309,Violet,Lilas,1,"Lilas,Lilas,Lilas",1,"{spouse: line.last_name, daughter: line.first_name}"
2310,Edith,Parsaye,0,"Parsaye,Parsaye,Parsaye",0,"{spouse: line.last_name, daughter: line.first_name}"
2311,Correy,Georgy,0,"Georgy,Georgy,Georgy",1,"{spouse: line.last_name, daughter: line.first_name}"
2312,Doralynne,Hebner,1,"Hebner,Hebner,Hebner",3,"{spouse: line.last_name, daughter: line.first_name}"
2313,Susette,Brieta,0,"Brieta,Brieta,Brieta",3,"{spouse: line.last_name, daughter: line.first_name}"
2314,Vivia,Fancie,1,"Fancie,Fancie,Fancie",0,"{spouse: line.last_name, daughter: line.first_name}"
2315,Dede,Mich,1,"Mich,Mich,Mich",0,"{spouse: line.last_name, daughter: line.first_name}"
2316,Amelia,Lorenz,0,"Lorenz,Lorenz,Lorenz",1,"{spouse: line.last_name, daughter: line.first_name}"
2317,Marleah,Carri,1,"Carri,Carri,Carri",3,"{spouse: line.last_name, daughter: line.first_name}"
2318,Sissy,Horan,0,"Horan,Horan,Horan",1,"{spouse: line.last_name, daughter: line.first_name}"
2319,Kathi,Hoban,0,"Hoban,Hoban,Hoban",1,"{spouse: line.last_name, daughter: line.first_name}"
2320,Susette,Wenda,1,"Wenda,Wenda,Wenda",3,"{spouse: line.last_name, daughter: line.first_name}"
2321,Lexine,Secrest,0,"Secrest,Secrest,Secrest",2,"{spouse: line.last_name, daughter: line.first_name}"
2322,Farrah,Craggie,0,"Craggie,Craggie,Craggie",0,"{spouse: line.last_name, daughter: line.first_name}"
2323,Nananne,Lymann,0,"Lymann,Lymann,Lymann",2,"{spouse: line.last_name, daughter: line.first_name}"
2324,Lanna,Ardra,1,"Ardra,Ardra,Ardra",2,"{spouse: line.last_name, daughter: line.first_name}"
2325,Brandise,Docilla,1,"Docilla,Docilla,Docilla",2,"{spouse: line.last_name, daughter: line.first_name}"
2326,Eadie,Peti,1,"Peti,Peti,Peti",3,"{spouse: line.last_name, daughter: line.first_name}"
2327,Jaclyn,Florina,1,"Florina,Florina,Florina",1,"{spouse: line.last_name, daughter: line.first_name}"
2328,Emma,Scammon,1,"Scammon,Scammon,Scammon",3,"{spouse: line.last_name, daughter: line.first_name}"
2329,Steffane,Papageno,1,"Papageno,Papageno,Papageno",2,"{spouse: line.last_name, daughter: line.first_name}"
2330,Carmencita,Marlie,0,"Marlie,Marlie,Marlie",0,"{spouse: line.last_name, daughter: line.first_name}"
2331,Elfreda,Percy,0,"Percy,Percy,Percy",2,"{spouse: line.last_name, daughter: line.first_name}"
2332,Gerrie,Genna,1,"Genna,Genna,Genna",1,"{spouse: line.last_name, daughter: line.first_name}"
2333,Darci,Hubert,0,"Hubert,Hubert,Hubert",1,"{spouse: line.last_name, daughter: line.first_name}"
2334,Zaria,Reidar,0,"Reidar,Reidar,Reidar",0,"{spouse: line.last_name, daughter: line.first_name}"
2335,Mignon,Syd,0,"Syd,Syd,Syd",1,"{spouse: line.last_name, daughter: line.first_name}"
2336,Reeba,Love,0,"Love,Love,Love",3,"{spouse: line.last_name, daughter: line.first_name}"
2337,Fawne,Carvey,0,"Carvey,Carvey,Carvey",3,"{spouse: line.last_name, daughter: line.first_name}"
2338,Bettine,Mozelle,1,"Mozelle,Mozelle,Mozelle",3,"{spouse: line.last_name, daughter: line.first_name}"
2339,Jacenta,Graig,0,"Graig,Graig,Graig",3,"{spouse: line.last_name, daughter: line.first_name}"
2340,Elora,Seagraves,0,"Seagraves,Seagraves,Seagraves",0,"{spouse: line.last_name, daughter: line.first_name}"
2341,Marcy,Vilma,1,"Vilma,Vilma,Vilma",1,"{spouse: line.last_name, daughter: line.first_name}"
2342,Rhea,Vastah,1,"Vastah,Vastah,Vastah",0,"{spouse: line.last_name, daughter: line.first_name}"
2343,Anallese,Brenn,0,"Brenn,Brenn,Brenn",1,"{spouse: line.last_name, daughter: line.first_name}"
2344,Harrietta,Schwejda,0,"Schwejda,Schwejda,Schwejda",2,"{spouse: line.last_name, daughter: line.first_name}"
2345,Bettine,Reidar,1,"Reidar,Reidar,Reidar",2,"{spouse: line.last_name, daughter: line.first_name}"
2346,Fawne,Auberbach,1,"Auberbach,Auberbach,Auberbach",1,"{spouse: line.last_name, daughter: line.first_name}"
2347,Wileen,Bakerman,0,"Bakerman,Bakerman,Bakerman",2,"{spouse: line.last_name, daughter: line.first_name}"
2348,Sallie,Christine,0,"Christine,Christine,Christine",3,"{spouse: line.last_name, daughter: line.first_name}"
2349,Sibella,Erminia,0,"Erminia,Erminia,Erminia",1,"{spouse: line.last_name, daughter: line.first_name}"
2350,Iseabal,Wooster,1,"Wooster,Wooster,Wooster",3,"{spouse: line.last_name, daughter: line.first_name}"
2351,Marcy,MacIntosh,0,"MacIntosh,MacIntosh,MacIntosh",2,"{spouse: line.last_name, daughter: line.first_name}"
2352,Nikki,Hylan,1,"Hylan,Hylan,Hylan",1,"{spouse: line.last_name, daughter: line.first_name}"
2353,Maridel,Kylander,0,"Kylander,Kylander,Kylander",3,"{spouse: line.last_name, daughter: line.first_name}"
2354,Annecorinne,Janith,1,"Janith,Janith,Janith",2,"{spouse: line.last_name, daughter: line.first_name}"
2355,Joane,Posner,1,"Posner,Posner,Posner",2,"{spouse: line.last_name, daughter: line.first_name}"
2356,Leia,Miru,1,"Miru,Miru,Miru",1,"{spouse: line.last_name, daughter: line.first_name}"
2357,Nannie,McAdams,0,"McAdams,McAdams,McAdams",3,"{spouse: line.last_name, daughter: line.first_name}"
2358,Paulita,Phaidra,1,"Phaidra,Phaidra,Phaidra",3,"{spouse: line.last_name, daughter: line.first_name}"
2359,Fayre,Macey,1,"Macey,Macey,Macey",3,"{spouse: line.last_name, daughter: line.first_name}"
2360,Anallese,Campball,0,"Campball,Campball,Campball",0,"{spouse: line.last_name, daughter: line.first_name}"
2361,Paola,Halla,0,"Halla,Halla,Halla",2,"{spouse: line.last_name, daughter: line.first_name}"
2362,Lauryn,Cynar,1,"Cynar,Cynar,Cynar",3,"{spouse: line.last_name, daughter: line.first_name}"
2363,Camile,Wallis,1,"Wallis,Wallis,Wallis",1,"{spouse: line.last_name, daughter: line.first_name}"
2364,Malina,Lorenz,0,"Lorenz,Lorenz,Lorenz",1,"{spouse: line.last_name, daughter: line.first_name}"
2365,Clo,Kevon,0,"Kevon,Kevon,Kevon",3,"{spouse: line.last_name, daughter: line.first_name}"
2366,Lyssa,Weaks,0,"Weaks,Weaks,Weaks",3,"{spouse: line.last_name, daughter: line.first_name}"
2367,Odessa,Kronfeld,0,"Kronfeld,Kronfeld,Kronfeld",0,"{spouse: line.last_name, daughter: line.first_name}"
2368,Ardeen,Linskey,1,"Linskey,Linskey,Linskey",2,"{spouse: line.last_name, daughter: line.first_name}"
2369,Trixi,Oriana,1,"Oriana,Oriana,Oriana",0,"{spouse: line.last_name, daughter: line.first_name}"
2370,Alisha,Wesle,1,"Wesle,Wesle,Wesle",0,"{spouse: line.last_name, daughter: line.first_name}"
2371,Darlleen,Rocray,1,"Rocray,Rocray,Rocray",3,"{spouse: line.last_name, daughter: line.first_name}"
2372,Emma,Curren,0,"Curren,Curren,Curren",2,"{spouse: line.last_name, daughter: line.first_name}"
2373,Annecorinne,Jess,1,"Jess,Jess,Jess",2,"{spouse: line.last_name, daughter: line.first_name}"
2374,Loree,Eno,1,"Eno,Eno,Eno",3,"{spouse: line.last_name, daughter: line.first_name}"
2375,Feliza,Even,0,"Even,Even,Even",2,"{spouse: line.last_name, daughter: line.first_name}"
2376,Nita,Simmonds,1,"Simmonds,Simmonds,Simmonds",3,"{spouse: line.last_name, daughter: line.first_name}"
2377,Rebeca,Belanger,1,"Belanger,Belanger,Belanger",0,"{spouse: line.last_name, daughter: line.first_name}"
2378,Konstance,Gaspard,0,"Gaspard,Gaspard,Gaspard",0,"{spouse: line.last_name, daughter: line.first_name}"
2379,Nollie,Bivins,1,"Bivins,Bivins,Bivins",0,"{spouse: line.last_name, daughter: line.first_name}"
2380,Ursulina,Atonsah,0,"Atonsah,Atonsah,Atonsah",1,"{spouse: line.last_name, daughter: line.first_name}"
2381,Jordan,Marijo,0,"Marijo,Marijo,Marijo",2,"{spouse: line.last_name, daughter: line.first_name}"
2382,Mureil,Podvin,0,"Podvin,Podvin,Podvin",1,"{spouse: line.last_name, daughter: line.first_name}"
2383,Camile,Arquit,0,"Arquit,Arquit,Arquit",0,"{spouse: line.last_name, daughter: line.first_name}"
2384,Codie,Crudden,0,"Crudden,Crudden,Crudden",0,"{spouse: line.last_name, daughter: line.first_name}"
2385,Jaime,Huggins,1,"Huggins,Huggins,Huggins",3,"{spouse: line.last_name, daughter: line.first_name}"
2386,Paule,Ciro,1,"Ciro,Ciro,Ciro",2,"{spouse: line.last_name, daughter: line.first_name}"
2387,Emilia,Merna,1,"Merna,Merna,Merna",0,"{spouse: line.last_name, daughter: line.first_name}"
2388,Kenna,Palocz,1,"Palocz,Palocz,Palocz",0,"{spouse: line.last_name, daughter: line.first_name}"
2389,Janis,Grimbly,1,"Grimbly,Grimbly,Grimbly",1,"{spouse: line.last_name, daughter: line.first_name}"
2390,Candy,Kenney,0,"Kenney,Kenney,Kenney",3,"{spouse: line.last_name, daughter: line.first_name}"
2391,Peri,Toor,1,"Toor,Toor,Toor",3,"{spouse: line.last_name, daughter: line.first_name}"
2392,Misha,Chandler,0,"Chandler,Chandler,Chandler",3,"{spouse: line.last_name, daughter: line.first_name}"
2393,Kara-Lynn,Bartlett,1,"Bartlett,Bartlett,Bartlett",0,"{spouse: line.last_name, daughter: line.first_name}"
2394,Beth,Beebe,0,"Beebe,Beebe,Beebe",1,"{spouse: line.last_name, daughter: line.first_name}"
2395,Patricia,Iphlgenia,0,"Iphlgenia,Iphlgenia,Iphlgenia",0,"{spouse: line.last_name, daughter: line.first_name}"
2396,Audrie,Colyer,1,"Colyer,Colyer,Colyer",2,"{spouse: line.last_name, daughter: line.first_name}"
2397,Emmey,Kannry,0,"Kannry,Kannry,Kannry",1,"{spouse: line.last_name, daughter: line.first_name}"
2398,Malina,Vilma,1,"Vilma,Vilma,Vilma",0,"{spouse: line.last_name, daughter: line.first_name}"
2399,Sashenka,Sandye,0,"Sandye,Sandye,Sandye",2,"{spouse: line.last_name, daughter: line.first_name}"
2400,Cristine,Gherardo,0,"Gherardo,Gherardo,Gherardo",0,"{spouse: line.last_name, daughter: line.first_name}"
2401,Thalia,Neva,1,"Neva,Neva,Neva",1,"{spouse: line.last_name, daughter: line.first_name}"
2402,Fawne,Johanna,1,"Johanna,Johanna,Johanna",1,"{spouse: line.last_name, daughter: line.first_name}"
2403,Gusty,Alice,1,"Alice,Alice,Alice",3,"{spouse: line.last_name, daughter: line.first_name}"
2404,Alisha,Maribeth,1,"Maribeth,Maribeth,Maribeth",2,"{spouse: line.last_name, daughter: line.first_name}"
2405,Addia,Macey,0,"Macey,Macey,Macey",2,"{spouse: line.last_name, daughter: line.first_name}"
2406,Bobbi,Shuler,0,"Shuler,Shuler,Shuler",1,"{spouse: line.last_name, daughter: line.first_name}"
2407,Annice,Phi,1,"Phi,Phi,Phi",3,"{spouse: line.last_name, daughter: line.first_name}"
2408,Mara,Riordan,1,"Riordan,Riordan,Riordan",2,"{spouse: line.last_name, daughter: line.first_name}"
2409,Tamqrah,Read,1,"Read,Read,Read",1,"{spouse: line.last_name, daughter: line.first_name}"
2410,Dania,Therine,1,"Therine,Therine,Therine",1,"{spouse: line.last_name, daughter: line.first_name}"
2411,Frances,Mullane,0,"Mullane,Mullane,Mullane",1,"{spouse: line.last_name, daughter: line.first_name}"
2412,Gaylene,Christal,0,"Christal,Christal,Christal",1,"{spouse: line.last_name, daughter: line.first_name}"
2413,Carree,Lareena,0,"Lareena,Lareena,Lareena",1,"{spouse: line.last_name, daughter: line.first_name}"
2414,Marinna,Creamer,0,"Creamer,Creamer,Creamer",2,"{spouse: line.last_name, daughter: line.first_name}"
2415,Raquela,Caitlin,0,"Caitlin,Caitlin,Caitlin",0,"{spouse: line.last_name, daughter: line.first_name}"
2416,Elka,Couture,0,"Couture,Couture,Couture",0,"{spouse: line.last_name, daughter: line.first_name}"
2417,Joane,Vittoria,0,"Vittoria,Vittoria,Vittoria",2,"{spouse: line.last_name, daughter: line.first_name}"
2418,Lusa,Jarib,1,"Jarib,Jarib,Jarib",3,"{spouse: line.last_name, daughter: line.first_name}"
2419,Ira,Avi,1,"Avi,Avi,Avi",0,"{spouse: line.last_name, daughter: line.first_name}"
2420,Gertrud,Isidore,0,"Isidore,Isidore,Isidore",1,"{spouse: line.last_name, daughter: line.first_name}"
2421,Phedra,Sparhawk,1,"Sparhawk,Sparhawk,Sparhawk",0,"{spouse: line.last_name, daughter: line.first_name}"
2422,Carmencita,Gemini,1,"Gemini,Gemini,Gemini",3,"{spouse: line.last_name, daughter: line.first_name}"
2423,Wilma,Dudley,0,"Dudley,Dudley,Dudley",3,"{spouse: line.last_name, daughter: line.first_name}"
2424,Aurore,Isidore,0,"Isidore,Isidore,Isidore",2,"{spouse: line.last_name, daughter: line.first_name}"
2425,Catharine,Kirstin,0,"Kirstin,Kirstin,Kirstin",2,"{spouse: line.last_name, daughter: line.first_name}"
2426,Nataline,Dudley,1,"Dudley,Dudley,Dudley",2,"{spouse: line.last_name, daughter: line.first_name}"
2427,Jacquetta,Buttaro,0,"Buttaro,Buttaro,Buttaro",3,"{spouse: line.last_name, daughter: line.first_name}"
2428,Hildegaard,Marlie,1,"Marlie,Marlie,Marlie",2,"{spouse: line.last_name, daughter: line.first_name}"
2429,Mary,Winthorpe,0,"Winthorpe,Winthorpe,Winthorpe",2,"{spouse: line.last_name, daughter: line.first_name}"
2430,Leontine,Andrel,0,"Andrel,Andrel,Andrel",0,"{spouse: line.last_name, daughter: line.first_name}"
2431,Evaleen,Alabaster,0,"Alabaster,Alabaster,Alabaster",2,"{spouse: line.last_name, daughter: line.first_name}"
2432,Pearline,Decato,0,"Decato,Decato,Decato",2,"{spouse: line.last_name, daughter: line.first_name}"
2433,Sadie,Cecile,0,"Cecile,Cecile,Cecile",0,"{spouse: line.last_name, daughter: line.first_name}"
2434,Hyacinthe,Wind,0,"Wind,Wind,Wind",2,"{spouse: line.last_name, daughter: line.first_name}"
2435,Heida,Suanne,0,"Suanne,Suanne,Suanne",2,"{spouse: line.last_name, daughter: line.first_name}"
2436,Claresta,Madelene,0,"Madelene,Madelene,Madelene",3,"{spouse: line.last_name, daughter: line.first_name}"
2437,Lanna,Redmond,0,"Redmond,Redmond,Redmond",0,"{spouse: line.last_name, daughter: line.first_name}"
2438,Sonni,Myrilla,1,"Myrilla,Myrilla,Myrilla",3,"{spouse: line.last_name, daughter: line.first_name}"
2439,Lexine,Yorick,0,"Yorick,Yorick,Yorick",2,"{spouse: line.last_name, daughter: line.first_name}"
2440,Ellette,Zrike,0,"Zrike,Zrike,Zrike",3,"{spouse: line.last_name, daughter: line.first_name}"
2441,Raina,Koehler,1,"Koehler,Koehler,Koehler",3,"{spouse: line.last_name, daughter: line.first_name}"
2442,Karly,Lay,1,"Lay,Lay,Lay",1,"{spouse: line.last_name, daughter: line.first_name}"
2443,Corina,Pyle,1,"Pyle,Pyle,Pyle",1,"{spouse: line.last_name, daughter: line.first_name}"
2444,Daune,Elvyn,0,"Elvyn,Elvyn,Elvyn",1,"{spouse: line.last_name, daughter: line.first_name}"
2445,Beatriz,Schenck,1,"Schenck,Schenck,Schenck",1,"{spouse: line.last_name, daughter: line.first_name}"
2446,Tatiania,Randene,1,"Randene,Randene,Randene",1,"{spouse: line.last_name, daughter: line.first_name}"
2447,Beatriz,Avi,0,"Avi,Avi,Avi",3,"{spouse: line.last_name, daughter: line.first_name}"
2448,Harrietta,Sawtelle,0,"Sawtelle,Sawtelle,Sawtelle",0,"{spouse: line.last_name, daughter: line.first_name}"
2449,Nessie,Newell,1,"Newell,Newell,Newell",2,"{spouse: line.last_name, daughter: line.first_name}"
2450,Cherrita,Ries,1,"Ries,Ries,Ries",3,"{spouse: line.last_name, daughter: line.first_name}"
2451,Di,Saint,0,"Saint,Saint,Saint",2,"{spouse: line.last_name, daughter: line.first_name}"
2452,Doralynne,Vary,1,"Vary,Vary,Vary",0,"{spouse: line.last_name, daughter: line.first_name}"
2453,Rosaline,Fontana,0,"Fontana,Fontana,Fontana",0,"{spouse: line.last_name, daughter: line.first_name}"
2454,Courtnay,Hessler,0,"Hessler,Hessler,Hessler",2,"{spouse: line.last_name, daughter: line.first_name}"
2455,Kimmy,Sacken,1,"Sacken,Sacken,Sacken",0,"{spouse: line.last_name, daughter: line.first_name}"
2456,Cathyleen,Madelene,1,"Madelene,Madelene,Madelene",1,"{spouse: line.last_name, daughter: line.first_name}"
2457,Lauryn,Santoro,1,"Santoro,Santoro,Santoro",2,"{spouse: line.last_name, daughter: line.first_name}"
2458,Raquela,Wind,0,"Wind,Wind,Wind",1,"{spouse: line.last_name, daughter: line.first_name}"
2459,Latisha,Dorine,1,"Dorine,Dorine,Dorine",3,"{spouse: line.last_name, daughter: line.first_name}"
2460,Nessie,Vastah,1,"Vastah,Vastah,Vastah",3,"{spouse: line.last_name, daughter: line.first_name}"
2461,Verla,Narton,1,"Narton,Narton,Narton",0,"{spouse: line.last_name, daughter: line.first_name}"
2462,Zsa Zsa,Fink,0,"Fink,Fink,Fink",2,"{spouse: line.last_name, daughter: line.first_name}"
2463,Annora,Wyn,0,"Wyn,Wyn,Wyn",0,"{spouse: line.last_name, daughter: line.first_name}"
2464,Merci,Erskine,0,"Erskine,Erskine,Erskine",3,"{spouse: line.last_name, daughter: line.first_name}"
2465,Cristine,Barney,0,"Barney,Barney,Barney",0,"{spouse: line.last_name, daughter: line.first_name}"
2466,Sandie,Melan,0,"Melan,Melan,Melan",0,"{spouse: line.last_name, daughter: line.first_name}"
2467,Jean,Dorine,1,"Dorine,Dorine,Dorine",3,"{spouse: line.last_name, daughter: line.first_name}"
2468,Brianna,Bates,1,"Bates,Bates,Bates",1,"{spouse: line.last_name, daughter: line.first_name}"
2469,Kaja,Wenoa,1,"Wenoa,Wenoa,Wenoa",3,"{spouse: line.last_name, daughter: line.first_name}"
2470,Rosaline,Travax,1,"Travax,Travax,Travax",1,"{spouse: line.last_name, daughter: line.first_name}"
2471,Dominga,Ioab,1,"Ioab,Ioab,Ioab",1,"{spouse: line.last_name, daughter: line.first_name}"
2472,Hope,Rosemary,0,"Rosemary,Rosemary,Rosemary",1,"{spouse: line.last_name, daughter: line.first_name}"
2473,Melanie,Sherrie,1,"Sherrie,Sherrie,Sherrie",2,"{spouse: line.last_name, daughter: line.first_name}"
2474,Kamilah,Dowski,1,"Dowski,Dowski,Dowski",0,"{spouse: line.last_name, daughter: line.first_name}"
2475,Jordan,Luhe,1,"Luhe,Luhe,Luhe",0,"{spouse: line.last_name, daughter: line.first_name}"
2476,Edee,Bergman,1,"Bergman,Bergman,Bergman",1,"{spouse: line.last_name, daughter: line.first_name}"
2477,Ingrid,Markman,0,"Markman,Markman,Markman",0,"{spouse: line.last_name, daughter: line.first_name}"
2478,Stephanie,Maroney,0,"Maroney,Maroney,Maroney",2,"{spouse: line.last_name, daughter: line.first_name}"
2479,Carly,Swanhildas,0,"Swanhildas,Swanhildas,Swanhildas",0,"{spouse: line.last_name, daughter: line.first_name}"
2480,Joane,Ruvolo,0,"Ruvolo,Ruvolo,Ruvolo",3,"{spouse: line.last_name, daughter: line.first_name}"
2481,Mamie,Maples,1,"Maples,Maples,Maples",0,"{spouse: line.last_name, daughter: line.first_name}"
2482,Katuscha,August,1,"August,August,August",1,"{spouse: line.last_name, daughter: line.first_name}"
2483,Cordi,Eben,0,"Eben,Eben,Eben",2,"{spouse: line.last_name, daughter: line.first_name}"
2484,Taffy,Denis,1,"Denis,Denis,Denis",2,"{spouse: line.last_name, daughter: line.first_name}"
2485,Gretal,Sawtelle,1,"Sawtelle,Sawtelle,Sawtelle",3,"{spouse: line.last_name, daughter: line.first_name}"
2486,Rubie,Dalli,1,"Dalli,Dalli,Dalli",3,"{spouse: line.last_name, daughter: line.first_name}"
2487,Dolli,Vins,0,"Vins,Vins,Vins",3,"{spouse: line.last_name, daughter: line.first_name}"
2488,Laurene,Horan,0,"Horan,Horan,Horan",1,"{spouse: line.last_name, daughter: line.first_name}"
